id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,154,3,2,1,0,0,0,1,313,6,0,0,1,1,Emily,f,w,0,1,0,b,a,639,0.1895358,0.6656018,10.34287,0.1731281,0.1360534,9.474319,0,,,0,,,,,,0.0624157,0.8241402,10.37368,0.1100307,0.3208846,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,5,4,0,0,0,1,443,4,0,0,1,1,Kenya,f,b,0,1,0,b,a,639,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,0,,,0,,,,,,0.0624157,0.8241402,10.37368,0.1100307,0.3208846,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,6,16,0,1,0,1,21,1,1,1,1,1,Kristen,f,w,1,0,0,b,a,639,0.0111534,0.9755169,10.7527,0.0296518,0.6708379,10.86192,0,,,0,,,,,,0.0624157,0.8241402,10.37368,0.1100307,0.3208846,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,154,3,5,26,1,1,0,1,313,6,0,1,1,1,Tanisha,f,b,1,0,0,b,a,639,0.3424815,0.4227923,10.09955,0.194318,0.2738013,9.654257,0,,,0,,,,,,0.0624157,0.8241402,10.37368,0.1100307,0.3208846,9.704366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nonprofit
b,156,3,3,4,0,1,0,1,33,1,1,1,1,1,Ebony,f,b,1,0,0,b,a,640,0.1448434,0.7160773,9.967776,0.0688581,0.263203,9.643809,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,2,5,18,0,1,0,0,22,1,0,1,0,0,Emily,f,w,1,0,1,b,a,640,0.4363947,0.3334244,9.967448,0.1804029,0.1447593,9.17378,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,3,5,5,0,0,0,1,264,4,1,0,0,1,Latoya,f,b,0,1,0,b,a,640,0.0186697,0.8738047,10.03998,0.2748854,0.0925594,9.381095,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,156,3,2,2,0,0,0,1,379,6,0,0,1,1,Sarah,f,w,0,1,0,b,a,640,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,157,4,4,7,0,0,0,1,386,6,1,0,0,0,Ebony,f,b,0,1,0,b,a,641,0.0547352,0.8104726,9.841985,0.0156556,0.2242187,9.321345,1,,,0,16.4,198,,,0,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,4,4,8,0,0,0,1,379,6,0,0,1,0,Jill,f,w,0,1,0,b,a,641,0.0114177,0.9559943,10.51105,0.168411,0.4069933,10.38693,1,,,0,16.4,198,,,0,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,3,2,8,0,1,0,0,313,5,1,1,1,1,Kristen,f,w,1,0,0,b,a,641,0,0.9627329,11.11929,0,0.7801242,11.03975,0,,,0,16.4,198,,,0,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,157,4,3,7,0,1,0,1,379,6,0,1,1,1,Tanisha,f,b,1,0,0,b,a,641,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,1,,,0,16.4,198,,,0,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,5,9,0,1,0,1,386,6,0,1,1,1,Emily,f,w,1,0,0,b,a,642,0.1448434,0.7160773,9.967776,0.0688581,0.263203,9.643809,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,6,4,0,0,0,1,264,4,1,0,1,0,Kenya,f,b,0,1,0,b,a,642,0.0186697,0.8738047,10.03998,0.2748854,0.0925594,9.381095,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,3,2,0,0,0,1,13,1,0,0,1,1,Sarah,f,w,0,1,0,b,a,642,0.0092243,0.9659145,10.14408,0.1777313,0.1453947,9.593764,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,158,4,3,12,1,1,0,1,387,6,0,1,1,1,Tamika,f,b,1,0,0,b,a,642,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Private
b,159,3,3,7,0,0,0,1,385,6,1,0,1,1,Ebony,f,b,0,1,0,b,a,643,0.3034634,0.4718915,10.2307,0.1896288,0.1197555,9.334149,0,some,,0,,,,,0,0.1892602,0.7250901,10.44261,0.1196163,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,2,5,19,0,1,0,0,22,1,0,1,0,0,Kristen,f,w,1,0,0,b,a,643,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,0,some,,0,,,,,0,0.1892602,0.7250901,10.44261,0.1196163,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,3,2,1,0,0,0,1,313,6,0,0,1,1,Laurie,f,w,0,1,0,b,a,643,0.0547352,0.8104726,9.841985,0.0156556,0.2242187,9.321345,0,some,,0,,,,,0,0.1892602,0.7250901,10.44261,0.1196163,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
b,159,3,6,16,0,1,0,1,21,1,1,1,1,1,Tanisha,f,b,1,0,0,b,a,643,0.8991331,0.036512,9.999252,0.2246564,0.086145,9.220489,0,some,,0,,,,,0,0.1892602,0.7250901,10.44261,0.1196163,0.3736331,9.918869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Private
a,15b,4,3,7,0,0,0,1,274,4,0,0,0,0,Allison,f,w,0,1,1,b,s,305,0.1448434,0.7160773,9.967776,0.0688581,0.263203,9.643809,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
a,15b,4,4,6,0,0,0,0,285,4,1,0,1,0,Ebony,f,b,0,1,0,b,s,305,0.0111534,0.9755169,10.7527,0.0296518,0.6708379,10.86192,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
a,15b,4,2,6,0,1,0,1,461,4,1,1,1,0,Kareem,m,b,1,0,0,b,s,305,0.3034634,0.4718915,10.2307,0.1896288,0.1197555,9.334149,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
a,15b,4,4,4,0,1,1,0,267,4,1,1,1,0,Neil,m,w,1,0,0,b,s,305,0.0498238,0.8836139,10.48369,0.0583399,0.5508026,10.34339,1,some,somcol,0,,,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Private
b,16,3,3,11,0,0,0,0,313,5,1,1,1,0,Aisha,f,b,1,0,0,c,a,644,0.9894956,0.0048631,9.474319,0.2574096,0.0481538,8.69768,0,5,,0,5.3,75,,,0,,,,,,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,Private
b,16,4,2,9,1,0,0,1,313,5,0,0,1,0,Anne,f,w,0,1,0,c,a,644,0.8321389,0.1387261,9.692643,0.2177924,0.1583671,9.240676,1,5,,0,5.3,75,,,0,,,,,,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,Private
b,16,4,4,9,0,0,0,1,313,5,1,0,1,0,Ebony,f,b,0,1,0,c,a,644,0.1599502,0.3477668,9.841772,0.3047986,0.0369773,8.81031,1,5,,0,5.3,75,,,0,,,,,,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,Private
b,16,3,4,14,0,1,0,1,313,5,0,1,1,1,Jill,f,w,1,0,0,c,a,644,0.7475549,0.2413992,10.51306,0.1400181,0.1776708,9.490015,0,5,,0,5.3,75,,,0,,,,,,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,Private
b,16,3,4,7,0,1,0,1,313,5,0,1,1,1,Jill,f,w,1,0,0,c,a,645,0.2707331,0.549156,10.06199,0.1487236,0.2423275,9.438432,0,,,1,,,,,,0.0003963,0.9723807,10.61083,0.1679743,0.1962672,9.834781,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
b,16,4,4,5,0,0,0,1,229,6,1,0,1,1,Keisha,f,b,0,1,0,c,a,645,0.3975947,0.1801956,9.876219,0.3128728,0.0308469,8.728264,1,,,1,,,,,,0.0003963,0.9723807,10.61083,0.1679743,0.1962672,9.834781,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
b,16,3,3,6,0,0,0,0,313,5,1,1,1,0,Lakisha,f,b,1,0,0,c,a,645,0.217249,0.4957734,9.965053,0.1972654,0.2234298,9.422949,0,,,1,,,,,,0.0003963,0.9723807,10.61083,0.1679743,0.1962672,9.834781,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
b,16,4,4,5,0,0,0,1,313,5,1,0,1,0,Meredith,f,w,0,1,0,c,a,645,0.1043005,0.8373702,10.46675,0.1013347,0.5916955,10.54033,1,,,1,,,,,,0.0003963,0.9723807,10.61083,0.1679743,0.1962672,9.834781,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
b,16,2,3,3,0,1,0,1,387,6,1,0,1,0,Aisha,f,b,0,1,0,c,a,646,0.002175,0.7892668,10.24786,0.299457,0.0711788,9.366147,0,,,0,1432,8504,,,1,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,16,4,4,4,0,1,0,0,13,1,1,1,1,0,Anne,f,w,1,0,0,c,a,646,0.0027957,0.9521402,10.4536,0.2364453,0.1249801,9.621058,1,,,0,1432,8504,,,1,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,16,3,3,4,0,0,0,1,21,1,0,0,1,0,Carrie,f,w,0,1,0,c,a,646,0.9714688,0.0240715,9.92974,0.1700175,0.1496929,9.321793,0,,,0,1432,8504,,,1,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,16,4,4,5,0,0,0,1,34,1,1,1,1,0,Kenya,f,b,1,0,0,c,a,646,0.0034187,0.9049973,10.31092,0.2138021,0.1422275,9.557964,1,,,0,1432,8504,,,1,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Nonprofit
b,16,4,5,7,0,0,1,1,34,1,0,1,1,1,Aisha,f,b,1,0,0,c,a,647,0.05236,0.7863585,10.43556,0.1301121,0.2843148,9.743378,1,,,0,143,105,,,0,,,,,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Private
b,16,2,2,6,0,0,0,0,189,1,0,0,1,0,Emily,f,w,0,1,0,c,a,647,0.1097484,0.5074464,9.869258,0.2993383,0.0941143,9.028338,0,,,0,143,105,,,0,,,,,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Private
b,16,3,3,7,0,1,1,0,316,6,1,1,1,0,Meredith,f,w,1,0,0,c,a,647,0.7475549,0.2413992,10.51306,0.1400181,0.1776708,9.490015,0,,,0,143,105,,,0,,,,,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Private
b,16,4,3,6,0,0,0,1,17,1,0,0,1,0,Tanisha,f,b,0,1,0,c,a,647,0.0452749,0.8981764,10.79518,0.0308121,0.5900108,11.07866,1,,,0,143,105,,,0,,,,,,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Private
b,16,4,3,8,0,0,0,1,17,1,0,0,1,0,Aisha,f,b,0,1,0,c,a,648,0.8321389,0.1387261,9.692643,0.2177924,0.1583671,9.240676,1,some,,0,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,
b,16,3,3,8,0,0,0,1,21,1,0,0,1,0,Allison,f,w,0,1,0,c,a,648,0.0807357,0.8883739,10.40883,0.2336868,0.0872854,9.532859,0,some,,0,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,
b,16,4,4,7,0,1,0,0,13,1,1,1,1,0,Emily,f,w,1,0,0,c,a,648,0.0781423,0.8879225,10.57124,0.1539099,0.1164679,9.610659,1,some,,0,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,
b,16,4,4,21,0,0,0,1,34,1,1,1,1,0,Kenya,f,b,1,0,0,c,a,648,0.0164866,0.7449895,10.24242,0.2381955,0.1385737,9.446835,1,some,,0,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,
b,16,2,3,19,0,1,0,1,387,6,1,0,1,0,Allison,f,w,0,1,0,c,a,649,0.9920427,0.0048143,8.841738,0.2950934,0.0531817,8.507345,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
b,16,3,5,19,0,1,0,1,34,1,1,1,1,0,Kristen,f,w,1,0,1,c,a,649,0.9885199,0.0081485,10.11257,0.1938371,0.1450534,9.372459,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
b,16,4,4,19,0,1,0,1,195,1,0,0,1,0,Lakisha,f,b,0,1,1,c,a,649,0.5121824,0.2988992,9.66288,0.257438,0.0357846,8.733272,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
b,16,4,5,22,0,1,0,1,13,1,1,1,1,0,Tamika,f,b,1,0,1,c,a,649,0.0034187,0.9049973,10.31092,0.2138021,0.1422275,9.557964,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,
b,16,4,4,5,0,0,0,1,313,5,1,0,1,0,Aisha,f,b,0,1,0,c,a,650,0.0027957,0.9521402,10.4536,0.2364453,0.1249801,9.621058,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,Private
b,16,3,3,5,0,0,0,0,313,5,1,1,1,0,Emily,f,w,1,0,0,c,a,650,0.014517,0.9736754,10.56558,0.1162028,0.1564758,9.718663,0,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,Private
b,16,4,3,5,0,0,0,1,313,5,0,0,1,0,Kristen,f,w,0,1,0,c,a,650,0.0164866,0.7449895,10.24242,0.2381955,0.1385737,9.446835,1,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,Private
b,16,3,4,6,0,1,0,1,313,5,0,1,1,1,Tanisha,f,b,1,0,0,c,a,650,0.5308703,0.2944415,10.24406,0.2161737,0.0943481,9.266626,0,,,0,,,,,0,,,,,,,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,Private
b,16,3,2,7,0,1,0,1,255,3,0,1,1,0,Aisha,f,b,1,0,0,c,a,651,0.1814695,0.5718328,10.21782,0.2580027,0.0734085,9.191566,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,
b,16,4,4,5,0,0,0,1,329,6,0,1,1,0,Carrie,f,w,0,1,0,c,a,651,0.0807357,0.8883739,10.40883,0.2336868,0.0872854,9.532859,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,
b,16,4,4,7,0,1,0,1,195,1,0,1,1,0,Meredith,f,w,1,0,0,c,a,651,0.1166239,0.7283393,10.28705,0.1398428,0.3656361,9.933725,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,
b,16,3,4,6,0,0,0,0,185,1,1,0,1,0,Tanisha,f,b,0,1,0,c,a,651,0.2707331,0.549156,10.06199,0.1487236,0.2423275,9.438432,0,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,
b,16,4,4,7,0,1,0,0,34,1,1,1,1,0,Anne,f,w,1,0,0,c,a,652,0.454303,0.2714492,9.895607,0.2481415,0.1511719,9.291091,1,some,,1,22.8,150,22.8,150,0,0.0239848,0.881934,10.71845,0.0849827,0.2595212,9.893589,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Private
b,16,4,3,6,0,0,0,1,17,1,0,0,1,0,Jill,f,w,0,1,0,c,a,652,0.3361651,0.6373696,10.43191,0.1088479,0.4065759,10.41214,1,some,,1,22.8,150,22.8,150,0,0.0239848,0.881934,10.71845,0.0849827,0.2595212,9.893589,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Private
b,16,4,4,8,0,0,0,0,316,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,652,0.7046454,0.2521641,10.00487,0.1506685,0.3019941,9.668208,1,some,,1,22.8,150,22.8,150,0,0.0239848,0.881934,10.71845,0.0849827,0.2595212,9.893589,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Private
b,16,3,3,8,0,0,0,1,21,1,0,0,1,0,Tanisha,f,b,0,1,0,c,a,652,0.0009044,0.9188523,10.75841,0.127148,0.2884142,10.0742,0,some,,1,22.8,150,22.8,150,0,0.0239848,0.881934,10.71845,0.0849827,0.2595212,9.893589,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Private
b,16,4,3,7,0,0,0,0,337,6,1,1,1,1,Emily,f,w,1,0,0,c,a,653,0.0164866,0.7449895,10.24242,0.2381955,0.1385737,9.446835,1,some,,1,16.7,61,,,0,,,,,,,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,16,4,3,5,1,0,0,1,323,6,1,1,1,0,Latoya,f,b,1,0,0,c,a,653,0.1988235,0.5691676,10.06828,0.1397114,0.2880133,9.647498,1,some,,1,16.7,61,,,0,,,,,,,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,16,2,2,6,0,0,0,0,189,1,0,0,1,0,Meredith,f,w,0,1,0,c,a,653,0.9714688,0.0240715,9.92974,0.1700175,0.1496929,9.321793,0,some,,1,16.7,61,,,0,,,,,,,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,16,4,4,6,0,0,0,1,313,5,1,0,1,0,Tamika,f,b,0,1,0,c,a,653,0.7046454,0.2521641,10.00487,0.1506685,0.3019941,9.668208,1,some,,1,16.7,61,,,0,,,,,,,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,Nonprofit
b,16,4,5,7,0,0,1,1,34,1,1,1,1,1,Allison,f,w,1,0,0,c,a,654,0.9714688,0.0240715,9.92974,0.1700175,0.1496929,9.321793,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,16,4,3,3,0,1,0,0,313,5,1,1,1,1,Latonya,f,b,1,0,0,c,a,654,0.0513542,0.8910931,10.63106,0.0744309,0.5424735,10.56005,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,16,4,2,2,0,0,0,1,17,1,1,0,1,0,Meredith,f,w,0,1,0,c,a,654,0.05236,0.7863585,10.43556,0.1301121,0.2843148,9.743378,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,16,4,2,3,0,0,0,0,326,6,1,0,1,0,Tamika,f,b,0,1,0,c,a,654,0.217249,0.4957734,9.965053,0.1972654,0.2234298,9.422949,1,,,0,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,
b,16,4,2,7,0,0,0,0,13,1,1,0,1,1,Leroy,m,b,0,1,0,c,a,655,0.3820919,0.4755601,9.82466,0.182863,0.2459994,9.534884,1,,,1,,,,,0,0.5308703,0.2944415,10.24406,0.2161737,0.0943481,9.266626,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,
b,16,4,3,7,0,1,0,0,13,1,1,1,1,1,Matthew,m,w,1,0,0,c,a,655,0.5121824,0.2988992,9.66288,0.257438,0.0357846,8.733272,1,,,1,,,,,0,0.5308703,0.2944415,10.24406,0.2161737,0.0943481,9.266626,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,
b,16,4,4,3,0,0,0,1,27,1,0,0,1,1,Neil,m,w,0,1,0,c,a,655,0.1029527,0.7295252,10.29255,0.2302787,0.0870971,9.384545,1,,,1,,,,,0,0.5308703,0.2944415,10.24406,0.2161737,0.0943481,9.266626,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,
b,16,4,4,8,0,0,0,0,316,6,1,1,1,1,Tyrone,m,b,1,0,0,c,a,655,0.9893596,0.0055002,9.527484,0.274151,0.0376615,8.706325,1,,,1,,,,,0,0.5308703,0.2944415,10.24406,0.2161737,0.0943481,9.266626,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,
b,16,4,4,6,0,1,0,1,379,6,0,1,1,1,Meredith,f,w,1,0,0,c,a,656,0.3361651,0.6373696,10.43191,0.1088479,0.4065759,10.41214,1,5,,0,2.5,70,2.5,70,0,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
b,16,4,4,7,0,0,0,0,316,6,1,1,1,0,Tanisha,f,b,1,0,0,c,a,656,0.9714688,0.0240715,9.92974,0.1700175,0.1496929,9.321793,1,5,,0,2.5,70,2.5,70,0,0.2047635,0.727046,10.6194,0.0704931,0.3699031,10.00735,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,Private
b,16,4,4,21,0,0,0,1,34,1,1,1,1,0,Carrie,f,w,1,0,0,c,a,658,0.1166239,0.7283393,10.28705,0.1398428,0.3656361,9.933725,1,3,hsg,1,16.9,700,,,0,,,,,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Private
b,16,4,2,12,1,0,0,1,313,5,0,0,1,0,Emily,f,w,0,1,0,c,a,658,,,,,,,1,3,hsg,1,16.9,700,,,0,,,,,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Private
b,16,2,3,5,0,1,0,1,387,6,1,0,1,0,Keisha,f,b,0,1,0,c,a,658,0.3975947,0.1801956,9.876219,0.3128728,0.0308469,8.728264,0,3,hsg,1,16.9,700,,,0,,,,,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Private
b,16,3,3,5,0,1,0,0,379,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,658,0.1988235,0.5691676,10.06828,0.1397114,0.2880133,9.647498,0,3,hsg,1,16.9,700,,,0,,,,,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Private
b,16,3,3,5,0,1,0,0,379,6,1,1,1,0,Allison,f,w,1,0,0,c,a,659,0.5121824,0.2988992,9.66288,0.257438,0.0357846,8.733272,0,,somcol,0,,,,,,0.125,0.875,11.81431,0,0.8928571,11.36244,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
b,16,4,3,5,1,0,0,1,323,6,1,1,1,0,Ebony,f,b,1,0,0,c,a,659,0.9894956,0.0048631,9.474319,0.2574096,0.0481538,8.69768,1,,somcol,0,,,,,,0.125,0.875,11.81431,0,0.8928571,11.36244,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
b,16,4,5,9,0,0,0,1,326,6,1,0,1,0,Latoya,f,b,0,1,0,c,a,659,0.0498218,0.8476443,10.37717,0.0982827,0.4448947,10.202,1,,somcol,0,,,,,,0.125,0.875,11.81431,0,0.8928571,11.36244,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
b,16,3,4,6,0,0,0,0,185,1,1,0,1,0,Laurie,f,w,0,1,0,c,a,659,0.0164866,0.7449895,10.24242,0.2381955,0.1385737,9.446835,0,,somcol,0,,,,,,0.125,0.875,11.81431,0,0.8928571,11.36244,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,
408,16,4,6,18,0,1,0,0,13,1,0,0,1,0,Allison,f,w,1,0,0,b,s,240,0.022392,0.221549,9.614338,0.3561644,0.1875659,9.520982,1,3,somcol,1,9.1,,,,0,0.0094501,0.9693009,10.66644,0.0925394,0.2167726,9.809012,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,Public
381,16,4,6,8,0,1,0,0,21,1,1,1,1,0,Anne,f,w,1,0,0,b,s,216,0,0.9627329,11.11929,0,0.7801242,11.03975,1,,,0,20.4,70,,,0,0.0205621,0.9527761,10.80489,0.06795,0.3516545,10.00609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
86,16,4,6,8,0,1,0,0,21,1,1,1,1,0,Brad,m,w,1,0,0,b,s,279,0.3424815,0.4227923,10.09955,0.194318,0.2738013,9.654257,1,some,somcol,1,,7000,,,0,,,,,,,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Private
269,16,4,3,7,0,0,0,1,274,4,0,0,0,0,Brett,m,w,0,1,0,b,s,113,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,1,,,0,,,,,0,,,,,,,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Private
191,16,4,5,8,0,0,0,1,264,4,0,0,0,0,Darnell,m,b,0,1,0,b,s,52,0.0902861,0.7915025,10.59781,0.0804637,0.5225287,10.5671,1,,,0,20,90,,,0,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Private
